42.5078,1.5211
24.0000,54.0000
33.0000,66.0000
17.0500,-61.8000
18.2167,-63.0500
41.0000,20.0000
40.0000,45.0000
-12.5000,18.5000
-34.0000,-64.0000
-14.3333,-170.0000
47.3333,13.3333
-25.0000,135.0000
12.5000,-69.9667
40.5000,47.5000
44.2500,17.8333
13.1594,-59.5300
24.0000,90.0000
50.8333,4.0000
13.0000,-2.0000
43.0000,25.0000
26.0000,50.5000
-3.5000,30.0000
9.5000,2.2500
17.9000,-62.8333
32.3333,-64.7500
4.5000,114.6667
-17.0000,-65.0000
12.2129,-68.2944
-10.0000,-55.0000
24.0000,-76.0000
27.5000,90.5000
-54.4333,3.4000
-22.0000,24.0000
53.0000,28.0000
17.2500,-88.7500
60.0000,-96.0000
-12.1642,96.8733
0.0000,25.0000
7.0000,21.0000
-1.0000,15.0000
47.0002,8.0143
8.0000,-5.0000
-21.2484,-159.7852
-30.0000,-71.0000
6.0000,12.0000
35.0000,105.0000
4.0000,-72.0000
10.0000,-84.0000
22.0000,-79.5000
16.0000,-24.0000
12.1667,-69.0000
32.7504,-86.7503
64.0003,-150.0003
34.5003,-111.5010
34.7504,-92.5004
37.2502,-119.7513
39.0003,-105.5008
41.6670,-72.6665
39.0004,-75.4999
38.9171,-77.0002
28.7505,-82.5001
32.7504,-83.5002
20.7503,-156.5003
44.5002,-114.2512
40.0003,-89.2504
40.0003,-86.2503
42.0003,-93.5005
54.2500,-4.5000
38.5003,-98.5006
38.2004,-84.8776
7.1383,151.5031
31.0005,-92.0004
45.5003,-69.2498
39.0004,-76.7500
42.3657,-71.1083
44.2503,-85.5003
46.2502,-94.2506
32.7504,-89.7504
38.2503,-92.5005
47.0003,-109.7510
26.1420,-81.7948
41.5003,-99.7507
39.2502,-116.7512
43.6670,-71.4998
40.1671,-74.4999
34.5003,-106.0008
42.3482,-75.1890
35.5007,-80.0003
47.5003,-100.0007
40.2503,-83.0002
35.5003,-97.5006
44.0001,-120.5014
40.2724,-76.9057
41.7504,-71.4998
34.0004,-81.0001
44.5003,-100.2507
35.7503,-86.2503
31.2504,-99.2506
39.2502,-111.7510
44.0003,-72.7498
37.5481,-77.4467
47.5001,-120.5015
38.5004,-80.5001
44.5002,-90.0004
43.0002,-107.5009
-10.5000,105.6667
35.0000,33.0000
49.7500,15.0000
51.5000,10.5000
11.5000,42.5000
56.0000,10.0000
15.5000,-61.3333
19.0000,-70.6667
28.0000,3.0000
-2.0000,-77.5000
59.0000,26.0000
27.0000,30.0000
24.4921,-12.6563
15.0000,39.0000
40.0000,-4.0000
8.0000,38.0000
64.0000,26.0000
-18.0000,178.0000
-51.7500,-59.1667
6.9240,158.1620
62.0000,-7.0000
46.0000,2.0000
-1.0000,11.7500
54.0000,-4.0000
12.1167,-61.6667
42.0000,43.4999
4.0000,-53.0000
8.0000,-2.0000
36.1333,-5.3500
72.0000,-40.0000
13.5000,-15.5000
11.0000,-10.0000
16.2500,-61.5833
2.0000,10.0000
39.0000,22.0000
-56.0000,-33.0000
15.5000,-90.2500
13.4444,144.7367
12.0000,-15.0000
5.0000,-59.0000
22.2500,114.1667
-53.1171,73.5095
15.0000,-86.5000
45.1667,15.5000
19.0000,-72.4167
47.0000,20.0000
-5.0000,120.0000
53.0000,-8.0000
31.5000,34.7500
20.0000,77.0000
-6.0000,72.0000
33.0000,44.0000
32.0000,53.0000
65.0000,-18.0000
42.8333,12.8333
49.2167,-2.1167
18.2500,-77.5000
31.0000,36.0000
